43	93
43	97
43	98
43	99
44	22
44	25
44	26
44	33
44	35
44	40
44	48
44	50
44	51
44	53
44	55
44	61
44	71
45	3
45	52
45	60
45	73
45	77
45	81
45	85
45	86
45	87
45	92
45	94
45	96
45	100
46	4
46	21
46	39
46	41
46	52
46	58
46	60
46	62
46	65
46	79
46	83
46	92
46	94
46	95
47	23
47	37
47	49
47	56
47	57
47	64
47	68
47	69
47	70
47	88
47	90
47	93
47	97
47	98
48	25
48	26
48	30
48	33
48	35
48	40
48	44
48	50
48	51
48	53
48	55
48	61
48	75
48	77
49	3
49	10
49	47
49	63
49	69
49	70
49	74
49	81
49	88
49	90
49	91
49	97
49	98
49	99
50	12
50	22
50	25
50	30
50	33
50	35
50	38
50	40
50	44
50	48
50	51
50	53
50	55
50	61
51	6
51	12
51	22
51	25
51	30
51	33
51	35
51	40
51	44
51	48
51	50
51	53
51	55
51	61
52	31
52	45
52	46
52	56
52	57
52	65
52	66
52	77
52	82
52	84
52	87
52	94
52	96
52	97
52	100
53	12
53	22
53	25
53	26
53	30
53	33
53	40
53	44
53	48
53	50
53	51
53	55
53	61
53	77
53	94
54	16
54	20
54	59
54	62
54	70
54	71
54	72
54	73
54	75
54	77
54	81
54	82
54	87
54	95
54	96
55	12
55	25
55	26
55	30
55	33
55	35
55	40
55	44
55	48
55	50
55	51
55	53
55	61
55	82
55	86
56	27
56	34
56	42
56	47
56	52
56	63
56	67
56	70
56	72
56	88
56	89
56	92
56	97
56	98
56	99
57	28
57	31
57	47
57	52
57	62
57	65
57	66
57	73
57	76
57	77
57	79
57	83
57	94
57	95
57	96
57	100
58	24
58	38
58	39
58	46
58	59
58	62
58	65
58	76
58	82
58	84
58	85
58	92
58	93
58	94
58	96
58	100
59	16
59	17
59	28
59	39
59	41
59	54
59	58
59	62
59	66
59	68
59	73
59	82
59	94
59	95
59	96
59	100
60	28
60	31
60	45
60	46
60	68
60	70
60	75
60	76
60	77
60	80
60	81
60	84
60	86
60	92
60	96
60	100
61	12
61	22
61	25
61	26
61	30
61	33
61	35
61	40
61	44
61	48
61	50
61	51
61	53
61	55
61	66
61	83
62	2
62	9
62	19
62	46
62	54
62	57
62	58
62	59
62	70
62	73
62	75
62	76
62	78
62	89
62	95
62	96
63	7
63	8
63	9
63	36
63	49
63	56
63	67
63	72
63	80
63	81
63	88
63	89
63	90
63	91
63	97
63	98
64	11
64	24
64	36
64	37
64	43
64	47
64	67
64	74
64	76
64	80
64	88
64	89
64	91
64	93
64	97
64	98
64	99
65	1
65	31
65	43
65	46
65	52
65	57
65	58
65	71
65	73
65	81
65	85
65	86
65	92
65	94
65	95
65	96
65	100
66	1
66	14
66	19
66	23
66	41
66	52
66	57
66	59
66	61
66	75
66	79
66	83
66	84
66	87
66	94
66	96
66	100
67	3
67	27
67	32
67	37
67	56
67	63
67	64
67	74
67	80
67	87
67	88
67	89
67	91
67	95
67	97
67	98
67	99
68	11
68	14
68	20
68	29
68	40
68	47
68	59
68	60
68	76
68	77
68	78
68	81
68	85
68	86
68	87
68	94
68	100
69	2
69	7
69	10
69	24
69	36
69	47
69	49
69	74
69	80
69	83
69	88
69	89
69	91
69	93
69	97
69	98
69	99
70	21
70	37
70	42
70	47
70	49
70	54
70	56
70	60
70	62
70	72
70	74
70	89
70	90
70	91
70	97
70	98
70	99
71	9
71	15
71	17
71	26
71	29
71	41
71	44
71	54
71	65
71	76
71	78
71	82
71	85
71	86
71	94
71	95
71	100
72	5
72	23
72	24
72	27
72	32
72	43
72	54
72	56
72	63
72	70
72	80
72	88
72	90
72	93
72	97
72	98
72	99
73	13
73	45
73	54
73	57
73	59
73	62
73	65
73	78
73	79
73	82
73	83
73	84
73	86
73	87
73	92
73	94
73	95
73	100
74	10
74	27
74	34
74	37
74	43
74	49
74	64
74	67
74	69
74	70
74	89
74	90
74	91
74	93
74	96
74	97
74	98
74	99
75	38
75	41
75	43
75	48
75	54
75	60
75	62
75	66
75	77
75	81
75	82
75	83
75	84
75	87
75	94
75	95
75	96
75	100
76	6
76	16
76	19
76	38
76	41
76	57
76	58
76	60
76	62
76	64
76	68
76	71
76	78
76	81
76	82
76	83
76	96
76	100
77	13
77	16
77	28
77	39
77	45
77	48
77	52
77	53
77	54
77	57
77	60
77	68
77	75
77	83
77	84
77	85
77	92
77	100
78	1
78	2
78	6
78	11
78	17
78	34
78	37
78	39
78	62
78	68
78	71
78	73
78	76
78	81
78	86
78	87
78	92
78	94
78	95
79	8
79	14
79	18
79	28
79	46
79	57
79	66
79	73
79	82
79	83
79	84
79	85
79	86
79	87
79	92
79	95
79	96
79	98
79	100
80	5
80	7
80	8
80	21
80	31
80	34
80	36
80	42
80	60
80	63
80	64
80	67
80	69
80	72
80	88
80	89
80	90
80	93
80	98
80	99
81	4
81	9
81	31
81	41
81	45
81	49
81	54
81	60
81	63
81	65
81	68
81	75
81	76
81	78
81	82
81	83
81	84
81	86
81	92
81	95
82	29
82	31
82	38
82	52
82	54
82	55
82	58
82	59
82	71
82	73
82	75
82	76
82	79
82	81
82	85
82	87
82	93
82	94
82	96
82	100
83	2
83	4
83	6
83	11
83	15
83	20
83	29
83	46
83	57
83	61
83	66
83	69
83	73
83	75
83	76
83	77
83	79
83	81
83	94
83	95
83	96
84	2
84	13
84	15
84	16
84	38
84	52
84	58
84	60
84	66
84	73
84	75
84	77
84	79
84	81
84	87
84	91
84	92
84	94
84	95
84	99
84	100
85	2
85	4
85	17
85	18
85	22
85	39
85	41
85	45
85	58
85	65
85	68
85	71
85	77
85	79
85	82
85	86
85	87
85	92
85	95
85	96
85	99
86	16
86	18
86	20
86	25
86	39
86	45
86	55
86	60
86	65
86	68
86	71
86	73
86	78
86	79
86	81
86	85
86	87
86	92
86	94
86	95
86	96
87	14
87	17
87	28
87	38
87	45
87	52
87	54
87	66
87	67
87	68
87	73
87	75
87	78
87	79
87	82
87	84
87	85
87	86
87	90
87	92
87	100
88	5
88	8
88	21
88	27
88	32
88	36
88	42
88	47
88	49
88	56
88	63
88	64
88	67
88	69
88	72
88	80
88	89
88	90
88	92
88	97
88	98
88	99
88	100
89	21
89	23
89	27
89	34
89	41
89	42
89	43
89	56
89	62
89	63
89	64
89	67
89	69
89	70
89	74
89	80
89	88
89	90
89	91
89	93
89	97
89	98
89	99
90	1
90	3
90	23
90	24
90	27
90	32
90	37
90	42
90	47
90	49
90	63
90	70
90	72
90	74
90	80
90	87
90	88
90	89
90	91
90	93
90	97
90	98
90	99
91	7
91	21
91	23
91	32
91	34
91	36
91	37
91	43
91	49
91	63
91	64
91	67
91	69
91	70
91	74
91	84
91	89
91	90
91	93
91	94
91	97
91	98
91	99
91	100
92	6
92	7
92	13
92	15
92	17
92	19
92	28
92	45
92	46
92	56
92	58
92	60
92	65
92	73
92	77
92	78
92	79
92	81
92	84
92	85
92	86
92	87
92	88
92	95
92	96
93	3
93	8
93	23
93	24
93	32
93	34
93	36
93	37
93	42
93	43
93	47
93	58
93	64
93	69
93	72
93	74
93	80
93	82
93	89
93	90
93	91
93	96
93	97
93	98
93	99
94	4
94	29
94	38
94	39
94	42
94	45
94	46
94	52
94	53
94	57
94	58
94	59
94	65
94	66
94	68
94	71
94	73
94	75
94	78
94	82
94	83
94	84
94	86
94	91
94	95
94	96
95	18
95	19
95	29
95	31
95	39
95	46
95	54
95	57
95	59
95	62
95	65
95	67
95	71
95	73
95	75
95	78
95	79
95	81
95	83
95	84
95	85
95	86
95	92
95	94
95	96
95	98
95	100
96	4
96	17
96	28
96	31
96	32
96	38
96	45
96	52
96	54
96	57
96	58
96	59
96	60
96	62
96	65
96	66
96	74
96	75
96	76
96	79
96	82
96	83
96	85
96	86
96	92
96	93
96	94
96	95
97	5
97	8
97	14
97	16
97	27
97	32
97	34
97	37
97	42
97	43
97	47
97	49
97	52
97	56
97	63
97	64
97	67
97	69
97	70
97	72
97	74
97	88
97	89
97	90
97	91
97	93
97	98
97	99
98	3
98	7
98	20
98	23
98	24
98	32
98	36
98	43
98	47
98	49
98	56
98	63
98	64
98	67
98	69
98	70
98	72
98	74
98	79
98	80
98	88
98	89
98	90
98	91
98	93
98	95
98	97
98	99
99	5
99	10
99	21
99	24
99	32
99	34
99	36
99	37
99	42
99	43
99	49
99	56
99	64
99	67
99	69
99	70
99	72
99	74
99	80
99	84
99	85
99	88
99	89
99	90
99	91
99	93
99	97
99	98
99	100
100	9
100	13
100	14
100	15
100	18
100	39
100	41
100	45
100	52
100	57
100	58
100	59
100	60
100	65
100	66
100	68
100	71
100	73
100	75
100	76
100	77
100	79
100	82
100	84
100	87
100	88
100	91
100	95
100	99
